research_scope,source_dof,seeds,trees,rate_profile,static_ratio,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,protocol,receiver_observations,receiver_completion_ticks_sum,mean_receiver_completion_ticks,p95_receiver_completion_ticks,barrier_completion_ticks_sum,mean_barrier_completion_ticks,p95_barrier_completion_ticks,sender_stop_ticks_sum,mean_sender_stop_ticks,p95_sender_stop_ticks,total_emissions_sum,mean_total_emissions,p95_total_emissions,ownership_wasted_deliveries_sum,mean_ownership_wasted_deliveries,p95_ownership_wasted_deliveries,post_completion_tail_deliveries_sum,mean_post_completion_tail_deliveries,p95_post_completion_tail_deliveries,post_completion_tail_emissions_sum,mean_post_completion_tail_emissions,p95_post_completion_tail_emissions,opportunity_weighted_tree_utilization
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,1,64,pooled_rounds,512,2302675,4497.412109,4573,2302675,4497.412109,4573,2335443,4561.412109,4637,4239228,8279.742188,8343,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.968819804
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,1,64,pooled_carousel,512,2261782,4417.542969,4451,2261782,4417.542969,4451,2294550,4481.542969,4515,4299041,8396.564453,8462,0,0.000000,0,59117,115.462891,119,59883,116.958984,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,1,512,equal_split_striping,512,4646302,9074.808594,9624,4646302,9074.808594,9624,4908446,9586.808594,10136,4239638,8280.542969,8351,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.460867488
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,1,512,rate_proportional_striping,512,2643681,5163.439453,5679,2643681,5163.439453,5679,2905825,5675.439453,6191,4239085,8279.462891,8343,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.778592497
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,1,512,per_stripe_fec,512,2332527,4555.716797,4744,2332527,4555.716797,4744,2333039,4556.716797,4745,4371883,8538.833984,8894,130698,255.269531,604,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,1,512,pooled_rounds,512,2578835,5036.787109,5464,2578835,5036.787109,5464,2840979,5548.787109,5976,4239093,8279.478516,8343,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.796296018
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,1,512,pooled_carousel,512,2261782,4417.542969,4451,2261782,4417.542969,4451,2523926,4929.542969,4963,4729121,9236.564453,9302,0,0.000000,0,484250,945.800781,959,489963,956.958984,959,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,8,equal_split_striping,1536,13024168,8479.276042,8760,4397854,8589.558594,8856,4401950,8597.558594,8864,4287526,8374.074219,8462,141152,275.687500,435,0,0.000000,0,0,0.000000,0,0.519721981
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,8,rate_proportional_striping,1536,7031196,4577.601562,4831,2394770,4677.285156,4920,2398866,4685.285156,4928,4281700,8362.695312,8444,123304,240.828125,391,0,0.000000,0,0,0.000000,0,0.952765171
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,8,per_stripe_fec,1536,7001213,4558.081380,4784,2386646,4661.417969,4896,2387158,4662.417969,4897,4473440,8737.187500,9178,691978,1351.519531,2585,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,8,pooled_rounds,1536,6799791,4426.947266,4465,2276795,4446.865234,4480,2280891,4454.865234,4488,4257584,8315.593750,8377,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996305960
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,8,pooled_carousel,1536,6786972,4418.601562,4456,2271643,4436.802734,4471,2275739,4444.802734,4479,4263801,8327.736328,8391,0,0.000000,0,70523,137.740234,272,6216,12.140625,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,64,equal_split_striping,1536,13121012,8542.325521,8840,4437834,8667.644531,8952,4470602,8731.644531,9016,4287343,8373.716797,8461,140508,274.429688,423,0,0.000000,0,0,0.000000,0,0.511717232
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,64,rate_proportional_striping,1536,7132269,4643.404297,4920,2432276,4750.539062,5008,2465044,4814.539062,5072,4281295,8361.904297,8442,122438,239.136719,388,0,0.000000,0,0,0.000000,0,0.927086157
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,64,per_stripe_fec,1536,7001213,4558.081380,4784,2386646,4661.417969,4896,2387158,4662.417969,4897,4473440,8737.187500,9178,691978,1351.519531,2585,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,64,pooled_rounds,1536,6894840,4488.828125,4569,2314253,4520.025391,4592,2347021,4584.025391,4656,4257540,8315.507812,8377,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.968213998
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,64,pooled_carousel,1536,6786972,4418.601562,4456,2271643,4436.802734,4471,2304411,4500.802734,4535,4317561,8432.736328,8496,0,0.000000,0,230059,449.333984,583,59976,117.140625,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,512,equal_split_striping,1536,13932174,9070.425781,9712,4770621,9317.619141,9832,5032765,9829.619141,10344,4287579,8374.177734,8462,140862,275.121094,427,0,0.000000,0,0,0.000000,0,0.454559468
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,512,rate_proportional_striping,1536,7906078,5147.186198,5736,2744816,5360.968750,5840,3006960,5872.968750,6352,4281053,8361.431641,8442,121828,237.945312,385,0,0.000000,0,0,0.000000,0,0.759842914
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,512,per_stripe_fec,1536,7001213,4558.081380,4784,2386646,4661.417969,4896,2387158,4662.417969,4897,4473440,8737.187500,9178,691978,1351.519531,2585,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,512,pooled_rounds,1536,7648688,4979.614583,5461,2608078,5093.902344,5486,2870222,5605.902344,5998,4257470,8315.371094,8378,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.791601435
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,3,512,pooled_carousel,1536,6786972,4418.601562,4456,2271643,4436.802734,4471,2533787,4948.802734,4983,4747641,9272.736328,9336,0,0.000000,0,1505749,2940.916016,3079,490056,957.140625,959,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,8,equal_split_striping,4096,34733595,8479.881592,8784,4457081,8705.236328,8960,4461177,8713.236328,8968,4339910,8476.386719,8559,790114,1543.191406,2070,0,0.000000,0,0,0.000000,0,0.519083161
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,8,rate_proportional_striping,4096,18737189,4574.509033,4832,2443860,4773.164062,4984,2447956,4781.164062,4992,4328447,8453.998047,8536,700669,1368.494141,1941,0,0.000000,0,0,0.000000,0,0.943837853
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,8,per_stripe_fec,4096,18653894,4554.173340,4784,2432568,4751.109375,4968,2433080,4752.109375,4969,4559550,8905.371094,9311,2529242,4939.925781,8061,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,8,pooled_rounds,4096,18130042,4426.279785,4464,2284396,4461.710938,4496,2288492,4469.710938,4504,4271489,8342.751953,8404,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996222903
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,8,pooled_carousel,4096,18097915,4418.436279,4456,2279089,4451.345703,4484,2283185,4459.345703,4492,4277764,8355.007812,8418,0,0.000000,0,299957,585.853516,979,6236,12.179688,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,64,equal_split_striping,4096,34975780,8539.008789,8856,4501936,8792.843750,9072,4534704,8856.843750,9136,4339456,8475.500000,8558,786441,1536.017578,2071,0,0.000000,0,0,0.000000,0,0.510612121
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,64,rate_proportional_striping,4096,18986702,4635.425293,4920,2485995,4855.458984,5080,2518763,4919.458984,5144,4328059,8453.240234,8534,697780,1362.851562,1926,0,0.000000,0,0,0.000000,0,0.917212720
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,64,per_stripe_fec,4096,18653894,4554.173340,4784,2432568,4751.109375,4968,2433080,4752.109375,4969,4559550,8905.371094,9311,2529242,4939.925781,8061,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,64,pooled_rounds,4096,18370373,4484.954346,4540,2323752,4538.578125,4612,2356520,4602.578125,4676,4271404,8342.585938,8404,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.967427437
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,64,pooled_carousel,4096,18097915,4418.436279,4456,2279089,4451.345703,4484,2311857,4515.345703,4548,4331524,8460.007812,8523,0,0.000000,0,725608,1417.203125,1815,59996,117.179688,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,512,equal_split_striping,4096,37008783,9035.347412,9696,4870752,9513.187500,9960,5132896,10025.187500,10472,4339577,8475.736328,8560,786913,1536.939453,2098,0,0.000000,0,0,0.000000,0,0.451092915
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,512,rate_proportional_striping,4096,20967173,5118.938721,5735,2840739,5548.318359,6008,3102883,6060.318359,6520,4327762,8452.660156,8534,695701,1358.791016,1905,0,0.000000,0,0,0.000000,0,0.744366933
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,512,per_stripe_fec,4096,18653894,4554.173340,4784,2432568,4751.109375,4968,2433080,4752.109375,4969,4559550,8905.371094,9311,2529242,4939.925781,8061,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,512,pooled_rounds,4096,20289923,4953.594482,4991,2631882,5140.394531,5503,2894026,5652.394531,6015,4271424,8342.625000,8403,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.787647752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-short-1.089pct,11,1010,8,512,pooled_carousel,4096,18097915,4418.436279,4456,2279089,4451.345703,4484,2541233,4963.345703,4996,4761604,9300.007812,9363,0,0.000000,0,4127942,8062.386719,8463,490076,957.179688,959,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,8,equal_split_striping,512,4454030,8699.277344,10512,4454030,8699.277344,10512,4458126,8707.277344,10520,4240415,8282.060547,8553,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.507528703
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,8,rate_proportional_striping,512,2403110,4693.574219,5848,2403110,4693.574219,5848,2407206,4701.574219,5856,4238935,8279.169922,8529,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.939872513
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,8,per_stripe_fec,512,2398598,4684.761719,5848,2398598,4684.761719,5848,2399110,4685.761719,5849,4495652,8780.570312,10963,255189,498.416016,2514,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,8,pooled_rounds,512,2265531,4424.865234,4560,2265531,4424.865234,4560,2269627,4432.865234,4568,4236921,8275.236328,8519,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996432812
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,8,pooled_carousel,512,2260713,4415.455078,4544,2260713,4415.455078,4544,2264809,4423.455078,4552,4243050,8287.207031,8527,0,0.000000,0,6059,11.833984,14,6110,11.933594,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,64,equal_split_striping,512,4484447,8758.685547,10568,4484447,8758.685547,10568,4517215,8822.685547,10632,4239593,8280.455078,8549,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.500788818
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,64,rate_proportional_striping,512,2434912,4755.687500,5904,2434912,4755.687500,5904,2467680,4819.687500,5968,4238326,8277.980469,8529,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.916688548
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,64,per_stripe_fec,512,2398598,4684.761719,5848,2398598,4684.761719,5848,2399110,4685.761719,5849,4495652,8780.570312,10963,255189,498.416016,2514,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,64,pooled_rounds,512,2297976,4488.234375,4656,2297976,4488.234375,4656,2330744,4552.234375,4720,4236675,8274.755859,8520,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.970225065
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,64,pooled_carousel,512,2260713,4415.455078,4544,2260713,4415.455078,4544,2293481,4479.455078,4608,4296810,8392.207031,8632,0,0.000000,0,59410,116.035156,119,59870,116.933594,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,512,equal_split_striping,512,4733654,9245.417969,11016,4733654,9245.417969,11016,4995798,9757.417969,11528,4237624,8276.609375,8537,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.452584134
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,512,rate_proportional_striping,512,2683401,5241.017578,6488,2683401,5241.017578,6488,2945545,5753.017578,7000,4237290,8275.957031,8524,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.767694538
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,512,per_stripe_fec,512,2398598,4684.761719,5848,2398598,4684.761719,5848,2399110,4685.761719,5849,4495652,8780.570312,10963,255189,498.416016,2514,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,512,pooled_rounds,512,2557170,4994.472656,5499,2557170,4994.472656,5499,2819314,5506.472656,6011,4236517,8274.447266,8519,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.801951442
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,1,512,pooled_carousel,512,2260713,4415.455078,4544,2260713,4415.455078,4544,2522857,4927.455078,5056,4726890,9232.207031,9472,0,0.000000,0,486315,949.833984,959,489950,956.933594,959,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,8,equal_split_striping,1536,13459217,8762.511068,10536,4789493,9354.478516,11248,4793589,9362.478516,11256,4326241,8449.689453,8930,251075,490.380859,1424,0,0.000000,0,0,0.000000,0,0.481551891
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,8,rate_proportional_striping,1536,7284525,4742.529297,6056,2646699,5169.333984,6936,2650795,5177.333984,6944,4317093,8431.822266,8812,225791,440.998047,1163,0,0.000000,0,0,0.000000,0,0.869219423
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,8,per_stripe_fec,1536,7228187,4705.850911,5976,2637508,5151.382812,6848,2638020,5152.382812,6849,4943637,9655.541016,12835,2087050,4076.269531,13188,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,8,pooled_rounds,1536,6799662,4426.863281,4564,2294433,4481.314453,4640,2298529,4489.314453,4648,4289785,8378.486328,8675,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996141558
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,8,pooled_carousel,1536,6786285,4418.154297,4552,2288814,4470.339844,4628,2292910,4478.339844,4636,4295861,8390.353516,8688,0,0.000000,0,168277,328.666016,824,6056,11.828125,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,64,equal_split_striping,1536,13549141,8821.055339,10576,4823915,9421.708984,11328,4856683,9485.708984,11392,4324417,8446.126953,8904,247496,483.390625,1385,0,0.000000,0,0,0.000000,0,0.475092356
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,64,rate_proportional_striping,1536,7374794,4801.298177,6144,2681191,5236.701172,7040,2713959,5300.701172,7104,4315845,8429.384766,8812,223387,436.302734,1162,0,0.000000,0,0,0.000000,0,0.848724390
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,64,per_stripe_fec,1536,7228187,4705.850911,5976,2637508,5151.382812,6848,2638020,5152.382812,6849,4943637,9655.541016,12835,2087050,4076.269531,13188,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,64,pooled_rounds,1536,6894678,4488.722656,4659,2332173,4555.025391,4744,2364941,4619.025391,4808,4289564,8378.054688,8675,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.968100880
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,64,pooled_carousel,1536,6786285,4418.154297,4552,2288814,4470.339844,4628,2321582,4534.339844,4692,4349621,8495.353516,8793,0,0.000000,0,328104,640.828125,1138,59816,116.828125,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,512,equal_split_striping,1536,14316572,9320.684896,11208,5104975,9970.654297,11984,5367119,10482.654297,12496,4319940,8437.382812,8887,238239,465.310547,1350,0,0.000000,0,0,0.000000,0,0.429445200
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,512,rate_proportional_striping,1536,8121146,5287.204427,6752,2964366,5789.777344,7544,3226510,6301.777344,8056,4312622,8423.089844,8789,216778,423.394531,1117,0,0.000000,0,0,0.000000,0,0.713286350
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,512,per_stripe_fec,1536,7228187,4705.850911,5976,2637508,5151.382812,6848,2638020,5152.382812,6849,4943637,9655.541016,12835,2087050,4076.269531,13188,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,512,pooled_rounds,1536,7647181,4978.633464,5496,2625437,5127.806641,5647,2887581,5639.806641,6159,4289050,8377.050781,8675,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.792673923
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,3,512,pooled_carousel,1536,6786285,4418.154297,4552,2288814,4470.339844,4628,2550958,4982.339844,5140,4779701,9335.353516,9633,0,0.000000,0,1606635,3137.958984,3657,489896,956.828125,959,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,8,equal_split_striping,4096,36012964,8792.227539,10608,5205599,10167.185547,12528,5209695,10175.185547,12536,4485908,8761.539062,9322,1947930,3804.550781,7684,0,0.000000,0,0,0.000000,0,0.459426230
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,8,rate_proportional_striping,4096,19544113,4771.511963,6289,3007700,5874.414062,7864,3011796,5882.414062,7872,4459135,8709.248047,9169,1724627,3368.412109,6505,0,0.000000,0,0,0.000000,0,0.790177465
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,8,per_stripe_fec,4096,19313023,4715.093506,6024,2985852,5831.742188,7704,2986364,5832.742188,7705,5596886,10931.417969,14443,10734079,20964.998047,48057,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,8,pooled_rounds,4096,18131933,4426.741455,4560,2325476,4541.945312,4697,2329572,4549.945312,4705,4347228,8490.679688,8777,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.996002909
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,8,pooled_carousel,4096,18098854,4418.665527,4550,2319561,4530.392578,4687,2323657,4538.392578,4695,4353593,8503.111328,8796,0,0.000000,0,902560,1762.812500,3571,6233,12.173828,14,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,64,equal_split_striping,4096,36268582,8854.634277,10688,5245451,10245.021484,12624,5278219,10309.021484,12688,4483637,8757.103516,9322,1931842,3773.128906,7589,0,0.000000,0,0,0.000000,0,0.453229939
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,64,rate_proportional_striping,4096,19787297,4830.883057,6376,3046219,5949.646484,7976,3078987,6013.646484,8040,4456180,8703.476562,9169,1704111,3328.341797,6475,0,0.000000,0,0,0.000000,0,0.772410795
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,64,per_stripe_fec,4096,19313023,4715.093506,6024,2985852,5831.742188,7704,2986364,5832.742188,7705,5596886,10931.417969,14443,10734079,20964.998047,48057,0,0.000000,0,0,0.000000,0,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,64,pooled_rounds,4096,18374906,4486.061035,4648,2367593,4624.205078,4816,2400361,4688.205078,4880,4346420,8489.101562,8761,0,0.000000,0,0,0.000000,0,0,0.000000,0,0.966423691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,64,pooled_carousel,4096,18098854,4418.665527,4550,2319561,4530.392578,4687,2352329,4594.392578,4751,4407353,8608.111328,8901,0,0.000000,0,1328570,2594.863281,4367,59993,117.173828,119,1.000000000
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,512,equal_split_striping,4096,38252797,9339.061768,11392,5579085,10896.650391,13192,5841229,11408.650391,13704,4476193,8742.564453,9309,1878111,3668.185547,7621,0,0.000000,0,0,0.000000,0,0.408848933
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,512,rate_proportional_striping,4096,21736224,5306.695312,6968,3369251,6580.568359,8864,3631395,7092.568359,9376,4447898,8687.300781,9148,1644531,3211.974609,6280,0,0.000000,0,0,0.000000,0,0.653623579
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,8,static-8to1,8,ge-long-1.089pct,11,1010,8,512,per_stripe_fec,4096,19313023,4715.093506,6024,2985852,5831.742188,7704,2986364,5832.742188,7705,5596886,10931.417969,14443,10734079,20964.998047,48057,0,0.000000,0,0,0.000000,0,1.000000000
