research_scope,source_dof,seeds,trees,rate_profile,loss,loss_num,loss_den,receivers,feedback_rtt_ticks,striping_minus_pooling_ticks_sum,mean_striping_minus_pooling_ticks,p95_striping_minus_pooling_ticks,per_stripe_ownership_waste_sum,mean_per_stripe_ownership_waste,p95_per_stripe_ownership_waste,pearson_gap_vs_ownership_waste,per_stripe_minus_carousel_emissions_sum,mean_per_stripe_minus_carousel_emissions,pearson_gap_vs_emission_gap,rounds_minus_carousel_ticks_sum,mean_rounds_minus_carousel_ticks,p95_rounds_minus_carousel_ticks,rounds_minus_carousel_emissions_sum,mean_rounds_minus_carousel_emissions,carousel_tail_deliveries_sum,mean_carousel_tail_deliveries,carousel_tail_emissions_sum,mean_carousel_tail_emissions,mean_carousel_tail_emission_fraction
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-short-1.089pct,11,1010,3,512,49150,95.996094,212,309805,605.087891,1242,0.980375904,-371588,-725.757812,0.999940627,332746,649.894531,1028,-458069,-894.666016,1413054,2759.871094,457791,894.123047,0.097049678
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-short-1.089pct,11,1010,8,8,66302,129.496094,241,1173959,2292.888672,3812,0.969166750,110060,214.960938,0.999936094,5060,9.882812,16,-6301,-12.306641,303350,592.480469,6226,12.160156,0.001454935
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-short-1.089pct,11,1010,8,64,66302,129.496094,241,1173959,2292.888672,3812,0.969166750,59884,116.960938,0.999936094,45097,88.080078,131,-56501,-110.353516,700174,1367.527344,56402,110.160156,0.013027653
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-short-1.089pct,11,1010,8,512,66302,129.496094,241,1173959,2292.888672,3812,0.969166750,-341524,-667.039062,0.999936094,353278,689.996094,1030,-457920,-894.375000,3876367,7571.029297,457810,894.160156,0.096771930
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,1,8,66346,129.582031,608,113840,222.343750,1064,0.998575019,109976,214.796875,0.999995953,4414,8.621094,16,-6285,-12.275391,6169,12.048828,6212,12.132812,0.001462397
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,1,64,66346,129.582031,608,113840,222.343750,1064,0.998575019,59800,116.796875,0.999995953,37876,73.976562,128,-56673,-110.689453,55994,109.363281,56388,110.132812,0.013119603
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,1,512,66346,129.582031,608,113840,222.343750,1064,0.998575019,-341608,-667.203125,0.999995953,294863,575.904297,1024,-458156,-894.835938,453428,885.601562,457796,894.132812,0.097415757
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,3,8,153826,300.441406,1156,955602,1866.410156,6584,0.992574744,263092,513.851562,0.999998381,5111,9.982422,19,-6314,-12.332031,176450,344.628906,6224,12.156250,0.001446655
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,3,64,153826,300.441406,1156,955602,1866.410156,6584,0.992574744,212916,415.851562,0.999998381,41647,81.341797,128,-57071,-111.466797,325700,636.132812,56400,110.156250,0.012958028
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,3,512,153826,300.441406,1156,955602,1866.410156,6584,0.992574744,-188492,-368.148438,0.999998381,312912,611.156250,1024,-458824,-896.140625,1518294,2965.417969,457808,894.156250,0.096301117
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,8,8,288802,564.066406,1487,4898271,9566.935547,23549,0.990858157,499373,975.337891,0.999998939,5502,10.746094,22,-6323,-12.349609,949591,1854.669922,6203,12.115234,0.001422335
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,8,64,288802,564.066406,1487,4898271,9566.935547,23549,0.990858157,449197,877.337891,0.999998939,45596,89.054688,189,-57325,-111.962891,1347369,2631.580078,56379,110.115234,0.012780543
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-4to1,ge-long-1.089pct,11,1010,8,512,288802,564.066406,1487,4898271,9566.935547,23549,0.990858157,47789,93.337891,0.999998939,345776,675.343750,1035,-459452,-897.367188,4525081,8838.048828,457787,894.115234,0.095120164
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,1,8,0,0.000000,0,1024,2.000000,2,,-4096,-8.000000,,0,0.000000,0,-5120,-10.000000,5120,10.000000,5120,10.000000,0.001219215
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,1,64,0,0.000000,0,1024,2.000000,2,,-43520,-85.000000,,0,0.000000,0,-44544,-87.000000,44544,87.000000,44544,87.000000,0.010508516
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,1,512,0,0.000000,0,1024,2.000000,2,,-358912,-701.000000,,0,0.000000,0,-359936,-703.000000,359936,703.000000,359936,703.000000,0.079033165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,3,8,0,0.000000,0,3072,6.000000,6,,-4096,-8.000000,,0,0.000000,0,-5120,-10.000000,15360,30.000000,5120,10.000000,0.001219215
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,3,64,0,0.000000,0,3072,6.000000,6,,-43520,-85.000000,,0,0.000000,0,-44544,-87.000000,133632,261.000000,44544,87.000000,0.010508516
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,3,512,0,0.000000,0,3072,6.000000,6,,-358912,-701.000000,,0,0.000000,0,-359936,-703.000000,1079808,2109.000000,359936,703.000000,0.079033165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,8,8,0,0.000000,0,8192,16.000000,16,,-4096,-8.000000,,0,0.000000,0,-5120,-10.000000,40960,80.000000,5120,10.000000,0.001219215
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,8,64,0,0.000000,0,8192,16.000000,16,,-43520,-85.000000,,0,0.000000,0,-44544,-87.000000,356352,696.000000,44544,87.000000,0.010508516
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,none,0,1,8,512,0,0.000000,0,8192,16.000000,16,,-358912,-701.000000,,0,0.000000,0,-359936,-703.000000,2879488,5624.000000,359936,703.000000,0.079033165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,1,8,6682,13.050781,32,9347,18.255859,44,0.996295544,4548,8.882812,0.995764952,4495,8.779297,15,-4840,-9.453125,4816,9.406250,4844,9.460938,0.001147815
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,1,64,6682,13.050781,32,9347,18.255859,44,0.996295544,-34876,-68.117188,0.995764952,38984,76.140625,128,-44260,-86.445312,44025,85.986328,44268,86.460938,0.010392484
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,1,512,6682,13.050781,32,9347,18.255859,44,0.996295544,-350268,-684.117188,0.995764952,310342,606.136719,1024,-359666,-702.472656,357846,698.917969,359660,702.460938,0.078614053
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,3,8,10021,19.572266,40,50510,98.652344,182,0.975330491,9177,17.923828,0.996433007,4446,8.683594,15,-4833,-9.439453,23139,45.193359,4825,9.423828,0.001142493
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,3,64,10021,19.572266,40,50510,98.652344,182,0.975330491,-30247,-59.076172,0.996433007,39308,76.773438,128,-44243,-86.412109,140790,274.980469,44249,86.423828,0.010380649
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,3,512,10021,19.572266,40,50510,98.652344,182,0.975330491,-345639,-675.076172,0.996433007,323148,631.148438,1024,-359627,-702.396484,1082319,2113.904297,359641,702.423828,0.078557940
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,8,8,13497,26.361328,45,187437,366.087891,568,0.968659371,13857,27.064453,0.996445737,4596,8.976562,15,-4867,-9.505859,77166,150.714844,4876,9.523438,0.001154038
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,8,64,13497,26.361328,45,187437,366.087891,568,0.968659371,-25567,-49.935547,0.996445737,39853,77.837891,128,-44291,-86.505859,390930,763.535156,44300,86.523438,0.010387873
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-0.5pct,5,1000,8,512,13497,26.361328,45,187437,366.087891,568,0.968659371,-340959,-665.935547,0.996445737,326191,637.091797,1024,-359676,-702.492188,2901739,5667.458984,359692,702.523438,0.078535714
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,1,8,14536,28.390625,64,19692,38.460938,88,0.998491999,15318,29.917969,0.999003486,7476,14.601562,22,-4812,-9.398438,4720,9.218750,4818,9.410156,0.001124325
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,1,64,14536,28.390625,64,19692,38.460938,88,0.998491999,-24106,-47.082031,0.999003486,65632,128.187500,190,-44229,-86.384766,43305,84.580078,44242,86.410156,0.010230164
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,1,512,14536,28.390625,64,19692,38.460938,88,0.998491999,-339498,-663.082031,0.999003486,528508,1032.242188,1027,-359656,-702.453125,352352,688.187500,359634,702.410156,0.077506426
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,3,8,20038,39.136719,80,98173,191.744141,350,0.975648132,22915,44.755859,0.999070076,7385,14.423828,21,-4878,-9.527344,30819,60.193359,4858,9.488281,0.001132265
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,3,64,20038,39.136719,80,98173,191.744141,350,0.975648132,-16509,-32.244141,0.999070076,66174,129.246094,190,-44336,-86.593750,146696,286.515625,44282,86.488281,0.010226934
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,3,512,20038,39.136719,80,98173,191.744141,350,0.975648132,-331901,-648.244141,0.999070076,534579,1044.099609,1532,-359741,-702.619141,1073930,2097.519531,359674,702.488281,0.077426991
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,8,8,25382,49.574219,80,350528,684.625000,1046,0.966898478,30281,59.142578,0.999040068,7493,14.634766,22,-4884,-9.539062,113296,221.281250,4869,9.509766,0.001133815
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,8,64,25382,49.574219,80,350528,684.625000,1046,0.966898478,-9143,-17.857422,0.999040068,66747,130.365234,190,-44268,-86.460938,422195,824.599609,44293,86.509766,0.010220420
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,bec-2.0pct,2,100,8,512,25382,49.574219,80,350528,684.625000,1046,0.966898478,-324535,-633.857422,0.999040068,537620,1050.039062,1534,-359752,-702.640625,2894654,5653.621094,359685,702.509766,0.077365472
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,1,8,47975,93.701172,297,65235,127.412109,405,0.999114564,61290,119.707031,0.999960761,4473,8.736328,15,-4871,-9.513672,4829,9.431641,4852,9.476562,0.001142776
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,1,64,47975,93.701172,297,65235,127.412109,405,0.999114564,21866,42.707031,0.999960761,39442,77.035156,130,-44143,-86.216797,43780,85.507812,44276,86.476562,0.010332241
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,1,512,47975,93.701172,297,65235,127.412109,405,0.999114564,-293526,-573.292969,0.999960761,297980,581.992188,1025,-359745,-702.626953,355714,694.753906,359668,702.476562,0.078178176
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,3,8,86919,169.763672,401,407301,795.509766,1746,0.992163501,114884,224.382812,0.999970327,4715,9.208984,16,-4868,-9.507812,66800,130.468750,4815,9.404297,0.001129532
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,3,64,86919,169.763672,401,407301,795.509766,1746,0.992163501,75460,147.382812,0.999970327,42096,82.218750,131,-44300,-86.523438,183791,358.966797,44239,86.404297,0.010282759
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,3,512,86919,169.763672,401,407301,795.509766,1746,0.992163501,-239932,-468.617188,0.999970327,316825,618.798828,1028,-359812,-702.757812,1119439,2186.404297,359631,702.404297,0.077881958
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,8,8,121662,237.621094,495,1572102,3070.511719,5812,0.990842543,162679,317.732422,0.999975036,5000,9.765625,16,-4879,-9.529297,285672,557.953125,4820,9.414062,0.001127018
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,8,64,121662,237.621094,495,1572102,3070.511719,5812,0.990842543,123255,240.732422,0.999975036,44391,86.701172,136,-44202,-86.332031,597471,1166.935547,44244,86.414062,0.010250691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-short-1.089pct,11,1010,8,512,121662,237.621094,495,1572102,3070.511719,5812,0.990842543,-192137,-375.267578,0.999975036,347397,678.509766,1030,-359943,-703.013672,3093067,6041.146484,359636,702.414062,0.077648513
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,1,8,91872,179.437500,1129,123782,241.761719,1446,0.998633892,121523,237.349609,0.999998243,4690,9.160156,15,-4869,-9.509766,4858,9.488281,4889,9.548828,0.001150930
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,1,64,91872,179.437500,1129,123782,241.761719,1446,0.998633892,82099,160.349609,0.999998243,36553,71.392578,127,-44449,-86.814453,44067,86.068359,44313,86.548828,0.010335895
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,1,512,91872,179.437500,1129,123782,241.761719,1446,0.998633892,-233293,-455.650391,0.999998243,300811,587.521484,1024,-360102,-703.324219,355976,695.265625,359705,702.548828,0.078151140
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,3,8,240685,470.087891,2106,1136843,2220.396484,9064,0.996474153,326218,637.144531,0.999999279,5287,10.326172,16,-4820,-9.414062,172423,336.763672,4801,9.376953,0.001116504
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,3,64,240685,470.087891,2106,1136843,2220.396484,9064,0.996474153,286794,560.144531,0.999999279,40510,79.121094,128,-44560,-87.031250,289680,565.781250,44225,86.376953,0.010191372
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,3,512,240685,470.087891,2106,1136843,2220.396484,9064,0.996474153,-28598,-55.855469,0.999999279,330394,645.300781,1024,-360894,-704.871094,1226921,2396.330078,359617,702.376953,0.077256460
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,8,8,464808,907.828125,3156,5957681,11636.095703,36477,0.995750851,634390,1239.042969,0.999999520,5395,10.537109,21,-5053,-9.869141,941230,1838.339844,4853,9.478516,0.001113337
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,8,64,464808,907.828125,3156,5957681,11636.095703,36477,0.995750851,594966,1162.042969,0.999999520,46160,90.156250,189,-45204,-88.289062,1253297,2447.845703,44277,86.478516,0.010066638
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,static-8to1,ge-long-1.089pct,11,1010,8,512,464808,907.828125,3156,5957681,11636.095703,36477,0.995750851,279574,546.042969,0.999999520,361929,706.892578,1057,-361829,-706.697266,3750402,7325.003906,359669,702.478516,0.076301577
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,1,8,61440,120.000000,120,86016,168.000000,168,,80896,158.000000,,0,0.000000,0,-5120,-10.000000,5120,10.000000,5120,10.000000,0.001219215
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,1,64,61440,120.000000,120,86016,168.000000,168,,41472,81.000000,,0,0.000000,0,-44544,-87.000000,44544,87.000000,44544,87.000000,0.010508516
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,1,512,61440,120.000000,120,86016,168.000000,168,,-273920,-535.000000,,0,0.000000,0,-359936,-703.000000,359936,703.000000,359936,703.000000,0.079033165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,3,8,61440,120.000000,120,258048,504.000000,504,,80896,158.000000,,0,0.000000,0,-5120,-10.000000,15360,30.000000,5120,10.000000,0.001219215
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,3,64,61440,120.000000,120,258048,504.000000,504,,41472,81.000000,,0,0.000000,0,-44544,-87.000000,133632,261.000000,44544,87.000000,0.010508516
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,3,512,61440,120.000000,120,258048,504.000000,504,,-273920,-535.000000,,0,0.000000,0,-359936,-703.000000,1079808,2109.000000,359936,703.000000,0.079033165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,8,8,61440,120.000000,120,688128,1344.000000,1344,,80896,158.000000,,0,0.000000,0,-5120,-10.000000,40960,80.000000,5120,10.000000,0.001219215
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,8,64,61440,120.000000,120,688128,1344.000000,1344,,41472,81.000000,,0,0.000000,0,-44544,-87.000000,356352,696.000000,44544,87.000000,0.010508516
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,none,0,1,8,512,61440,120.000000,120,688128,1344.000000,1344,,-273920,-535.000000,,0,0.000000,0,-359936,-703.000000,2879488,5624.000000,359936,703.000000,0.079033165
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,1,8,51804,101.179688,108,71003,138.677734,148,0.970954919,66490,129.863281,0.976380453,4366,8.527344,15,-4871,-9.513672,4845,9.462891,4864,9.500000,0.001152500
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,1,64,51804,101.179688,108,71003,138.677734,148,0.970954919,27066,52.863281,0.976380453,39108,76.382812,128,-44277,-86.478516,44065,86.064453,44288,86.500000,0.010396698
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,1,512,51804,101.179688,108,71003,138.677734,148,0.970954919,-288326,-563.136719,0.976380453,311368,608.140625,1023,-359672,-702.484375,357851,698.927734,359680,702.500000,0.078615039
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,3,8,51258,100.113281,107,218941,427.619141,451,0.720332894,65704,128.328125,0.967678272,4566,8.917969,16,-4834,-9.441406,22840,44.609375,4834,9.441406,0.001144673
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,3,64,51258,100.113281,107,218941,427.619141,451,0.720332894,26280,51.328125,0.967678272,40071,78.263672,128,-44250,-86.425781,140498,274.410156,44258,86.441406,0.010383196
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,3,512,51258,100.113281,107,218941,427.619141,451,0.720332894,-289112,-564.671875,0.967678272,322115,629.130859,1024,-359647,-702.435547,1081840,2112.968750,359650,702.441406,0.078562978
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,8,8,50964,99.539062,105,595178,1162.457031,1212,0.659674505,65194,127.332031,0.966190094,4702,9.183594,16,-4837,-9.447266,76275,148.974609,4848,9.468750,0.001147468
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,8,64,50964,99.539062,105,595178,1162.457031,1212,0.659674505,25770,50.332031,0.966190094,40309,78.728516,128,-44269,-86.462891,390039,761.794922,44272,86.468750,0.010381821
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-0.5pct,5,1000,8,512,50964,99.539062,105,595178,1162.457031,1212,0.659674505,-289622,-565.667969,0.966190094,323124,631.101562,1024,-359669,-702.478516,2900550,5665.136719,359664,702.468750,0.078533219
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,1,8,21057,41.126953,55,28504,55.671875,74,0.990353184,24242,47.347656,0.994497575,7368,14.390625,20,-4828,-9.429688,4740,9.257812,4840,9.453125,0.001129523
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,1,64,21057,41.126953,55,28504,55.671875,74,0.990353184,-15182,-29.652344,0.994497575,65801,128.517578,190,-44224,-86.375000,43380,84.726562,44264,86.453125,0.010235831
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,1,512,21057,41.126953,55,28504,55.671875,74,0.990353184,-330574,-645.652344,0.994497575,532652,1040.335938,1533,-359611,-702.365234,352393,688.267578,359656,702.453125,0.077515260
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,3,8,19849,38.767578,50,97296,190.031250,231,0.795446793,22594,44.128906,0.992263415,7519,14.685547,22,-4772,-9.320312,30897,60.345703,4780,9.335938,0.001114105
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,3,64,19849,38.767578,50,97296,190.031250,231,0.795446793,-16830,-32.871094,0.992263415,66570,130.019531,190,-44090,-86.113281,146697,286.517578,44204,86.335938,0.010209099
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,3,512,19849,38.767578,50,97296,190.031250,231,0.795446793,-332222,-648.871094,0.992263415,535736,1046.359375,1534,-359536,-702.218750,1074017,2097.689453,359596,702.335938,0.077411466
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,8,8,19216,37.531250,49,282623,551.998047,641,0.704800645,21722,42.425781,0.990888337,7509,14.666016,21,-4779,-9.333984,112376,219.484375,4788,9.351562,0.001114990
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,8,64,19216,37.531250,49,282623,551.998047,641,0.704800645,-17702,-34.574219,0.990888337,66989,130.837891,191,-44123,-86.177734,421343,822.935547,44212,86.351562,0.010202064
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,bec-2.0pct,2,100,8,512,19216,37.531250,49,282623,551.998047,641,0.704800645,-333094,-650.574219,0.990888337,540829,1056.306641,1534,-359547,-702.240234,2893926,5652.199219,359604,702.351562,0.077350412
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,ge-short-1.089pct,11,1010,1,8,50966,99.542969,216,69609,135.955078,296,0.998661962,65374,127.683594,0.999871656,4624,9.031250,16,-4846,-9.464844,4811,9.396484,4843,9.458984,0.001140962
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,ge-short-1.089pct,11,1010,1,64,50966,99.542969,216,69609,135.955078,296,0.998661962,25950,50.683594,0.999871656,37804,73.835938,128,-44478,-86.871094,43949,85.837891,44267,86.458984,0.010332890
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,ge-short-1.089pct,11,1010,1,512,50966,99.542969,216,69609,135.955078,296,0.998661962,-289442,-565.316406,0.999871656,308109,601.775391,1025,-359895,-702.919922,356090,695.488281,359659,702.458984,0.078195596
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,ge-short-1.089pct,11,1010,3,8,64778,126.519531,312,315990,617.167969,1460,0.984761043,84350,164.746094,0.999943364,4679,9.138672,16,-4898,-9.566406,65817,128.548828,4862,9.496094,0.001140604
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,periodic-fast-slow-alternation,ge-short-1.089pct,11,1010,3,64,64778,126.519531,312,315990,617.167969,1460,0.984761043,44926,87.746094,0.999943364,41565,81.181641,131,-44243,-86.412109,182885,357.197266,44286,86.496094,0.010294095
