research_scope,source_dof,seeds,trees,rate_profile,loss,receivers,feedback_rtt_ticks,protocol,receiver_index,completion_ticks_sum,mean_completion_ticks,p95_completion_ticks
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,3,512,pooled_rounds,2,2269721,4433.048828,5752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,3,512,pooled_carousel,0,1994084,3894.695312,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,3,512,pooled_carousel,1,1994082,3894.691406,5196
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,3,512,pooled_carousel,2,1994102,3894.730469,5195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,0,2888463,5641.529297,7744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,1,2888460,5641.523438,7760
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,2,2889074,5642.722656,7744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,3,2888840,5642.265625,7772
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,4,2888298,5641.207031,7784
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,5,2888529,5641.658203,7752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,6,2888590,5641.777344,7744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,equal_split_striping,7,2887801,5640.236328,7752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,0,2888463,5641.529297,7744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,1,2888460,5641.523438,7760
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,2,2889074,5642.722656,7744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,3,2888840,5642.265625,7772
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,4,2888298,5641.207031,7784
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,5,2888529,5641.658203,7752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,6,2888590,5641.777344,7744
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,rate_proportional_striping,7,2887801,5640.236328,7752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,0,2874737,5614.720703,7684
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,1,2874510,5614.277344,7696
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,2,2874262,5613.792969,7691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,3,2874497,5614.251953,7688
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,4,2874613,5614.478516,7699
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,5,2874583,5614.419922,7694
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,6,2874363,5613.990234,7683
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,per_stripe_fec,7,2874716,5614.679688,7691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,0,1997825,3902.001953,5200
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,1,1997810,3901.972656,5202
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,2,1997842,3902.035156,5200
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,3,1997848,3902.046875,5200
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,4,1997826,3902.003906,5203
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,5,1997873,3902.095703,5200
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,6,1997859,3902.068359,5203
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_rounds,7,1997826,3902.003906,5212
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,0,1994084,3894.695312,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,1,1994082,3894.691406,5196
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,2,1994102,3894.730469,5195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,3,1994156,3894.835938,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,4,1994097,3894.720703,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,5,1994137,3894.798828,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,6,1994136,3894.796875,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,8,pooled_carousel,7,1994091,3894.708984,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,0,2919371,5701.896484,7800
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,1,2918707,5700.599609,7804
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,2,2918913,5701.001953,7808
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,3,2919008,5701.187500,7816
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,4,2918524,5700.242188,7832
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,5,2918268,5699.742188,7808
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,6,2919911,5702.951172,7800
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,equal_split_striping,7,2918588,5700.367188,7808
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,0,2919371,5701.896484,7800
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,1,2918707,5700.599609,7804
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,2,2918913,5701.001953,7808
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,3,2919008,5701.187500,7816
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,4,2918524,5700.242188,7832
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,5,2918268,5699.742188,7808
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,6,2919911,5702.951172,7800
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,rate_proportional_striping,7,2918588,5700.367188,7808
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,0,2874737,5614.720703,7684
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,1,2874510,5614.277344,7696
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,2,2874262,5613.792969,7691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,3,2874497,5614.251953,7688
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,4,2874613,5614.478516,7699
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,5,2874583,5614.419922,7694
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,6,2874363,5613.990234,7683
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,per_stripe_fec,7,2874716,5614.679688,7691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,0,2027095,3959.169922,5256
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,1,2027267,3959.505859,5256
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,2,2027739,3960.427734,5256
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,3,2027495,3959.951172,5256
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,4,2026995,3958.974609,5259
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,5,2027000,3958.984375,5256
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,6,2027512,3959.984375,5259
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_rounds,7,2027417,3959.798828,5260
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,0,1994084,3894.695312,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,1,1994082,3894.691406,5196
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,2,1994102,3894.730469,5195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,3,1994156,3894.835938,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,4,1994097,3894.720703,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,5,1994137,3894.798828,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,6,1994136,3894.796875,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,64,pooled_carousel,7,1994091,3894.708984,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,0,3157206,6166.417969,8312
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,1,3159521,6170.939453,8376
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,2,3157605,6167.197266,8264
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,3,3158601,6169.142578,8324
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,4,3153796,6159.757812,8384
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,5,3163192,6178.109375,8272
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,6,3157466,6166.925781,8280
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,equal_split_striping,7,3162400,6176.562500,8304
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,0,3157206,6166.417969,8312
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,1,3159521,6170.939453,8376
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,2,3157605,6167.197266,8264
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,3,3158601,6169.142578,8324
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,4,3153796,6159.757812,8384
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,5,3163192,6178.109375,8272
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,6,3157466,6166.925781,8280
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,rate_proportional_striping,7,3162400,6176.562500,8304
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,0,2874737,5614.720703,7684
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,1,2874510,5614.277344,7696
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,2,2874262,5613.792969,7691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,3,2874497,5614.251953,7688
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,4,2874613,5614.478516,7699
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,5,2874583,5614.419922,7694
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,6,2874363,5613.990234,7683
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,per_stripe_fec,7,2874716,5614.679688,7691
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,0,2260521,4415.080078,5756
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,1,2264084,4422.039062,5708
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,2,2263074,4420.066406,5752
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,3,2261646,4417.277344,5743
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,4,2264641,4423.126953,5795
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,5,2263127,4420.169922,5760
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,6,2267220,4428.164062,5756
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_rounds,7,2263091,4420.099609,5711
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,0,1994084,3894.695312,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,1,1994082,3894.691406,5196
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,2,1994102,3894.730469,5195
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,3,1994156,3894.835938,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,4,1994097,3894.720703,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,5,1994137,3894.798828,5194
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,6,1994136,3894.796875,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-0.5pct,8,512,pooled_carousel,7,1994091,3894.708984,5198
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,8,equal_split_striping,0,3014685,5888.056641,7998
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,8,rate_proportional_striping,0,3014685,5888.056641,7998
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,8,per_stripe_fec,0,2972225,5805.126953,7927
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,8,pooled_rounds,0,2051736,4007.296875,5168
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,8,pooled_carousel,0,2044421,3993.009766,5156
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,64,equal_split_striping,0,3072914,6001.785156,8078
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,64,rate_proportional_striping,0,3072914,6001.785156,8078
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,64,per_stripe_fec,0,2972225,5805.126953,7927
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,64,pooled_rounds,0,2110102,4121.292969,5272
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,64,pooled_carousel,0,2044421,3993.009766,5156
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,512,equal_split_striping,0,3544325,6922.509766,9015
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,512,rate_proportional_striping,0,3544325,6922.509766,9015
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,512,per_stripe_fec,0,2972225,5805.126953,7927
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,512,pooled_rounds,0,2574716,5028.742188,6208
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,1,512,pooled_carousel,0,2044421,3993.009766,5156
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,equal_split_striping,0,3018256,5895.031250,8018
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,equal_split_striping,1,3019538,5897.535156,7992
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,equal_split_striping,2,3018948,5896.382812,8004
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,rate_proportional_striping,0,3018256,5895.031250,8018
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,rate_proportional_striping,1,3019538,5897.535156,7992
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,rate_proportional_striping,2,3018948,5896.382812,8004
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,per_stripe_fec,0,2972225,5805.126953,7927
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,per_stripe_fec,1,2972711,5806.076172,7926
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,per_stripe_fec,2,2972637,5805.931641,7915
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,pooled_rounds,0,2049559,4003.044922,5160
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,pooled_rounds,1,2049601,4003.126953,5167
MODEL-LEVEL EVIDENCE - ideal DoF - NOT WAN measurement,8192,512,4,seeded-bounded-random-walk,bec-2.0pct,3,8,pooled_rounds,2,2049706,4003.332031,5168
